Arrival_Date,festival_window,Modal_Price,log_ret,vol_7,vol_30,month,week,day_of_week,precip_mm,rainfall_7d,days_since_last_arrival,is_price_jump
2013-01-10,0,1220.0,0.0,0.05101793014143293,0.09599885104585403,1,2,3,0.0,0.0,1.0,0
2013-01-14,0,1225.0,0.004089985251525066,0.04834326009938189,0.09599885104585403,1,3,0,0.0,0.0,4.0,0
2013-01-15,0,1225.0,0.0,0.048313397974870546,0.09599885104585403,1,3,1,0.0,0.0,1.0,0
2013-01-16,0,1260.0,0.028170876966696224,0.042344599539218535,0.09599885104585403,1,3,2,0.0,0.0,1.0,0
2013-01-17,0,1390.0,0.09819202617921383,0.03909220139931899,0.09599885104585403,1,3,3,0.0,0.0,1.0,0
2013-01-18,0,1500.0,0.07616136096556395,0.04489608814706122,0.09599885104585403,1,3,4,0.0,0.0,1.0,0
2013-01-21,0,1750.0,0.15415067982725836,0.05975217925672099,0.09599885104585403,1,4,0,0.0,0.0,3.0,0
2013-01-22,0,1600.0,-0.08961215868968717,0.07910111746962804,0.09599885104585403,1,4,1,0.0,0.0,1.0,0
2013-01-23,0,1475.0,-0.0813456394539524,0.0910297056731124,0.09599885104585403,1,4,2,0.0,0.0,1.0,0
2013-01-24,0,1600.0,0.0813456394539524,0.09226220729809648,0.09599885104585403,1,4,3,0.0,0.0,1.0,0
2013-01-28,0,1650.0,0.030771658666753687,0.09222054236257422,0.09599885104585403,1,5,0,0.0,0.0,4.0,0
2013-01-29,0,1840.0,0.10899028370840508,0.0934668841440166,0.09599885104585403,1,5,1,0.0,0.0,1.0,0
2013-01-30,0,2150.0,0.15570227051867716,0.10294124880012627,0.09599885104585403,1,5,2,0.0,0.0,1.0,0
2013-01-31,0,2150.0,0.0,0.09334519974418276,0.09599885104585403,1,5,3,0.0,0.0,1.0,0
2013-02-01,0,1850.0,-0.150282203049338,0.10791727083387657,0.09599885104585403,2,5,4,0.0,0.0,1.0,0
2013-02-04,0,1550.0,-0.17693070815907821,0.1272948643794777,0.09599885104585403,2,6,0,0.0,0.0,3.0,0
2013-02-05,0,1700.0,0.09237332013101507,0.12843024762282657,0.09599885104585403,2,6,1,0.0,0.0,1.0,0
2013-02-06,0,1700.0,0.0,0.12807342366868626,0.09599885104585403,2,6,2,0.0,0.0,1.0,0
2013-02-07,0,1800.0,0.05715841383994862,0.12238145100331985,0.09599885104585403,2,6,3,0.0,0.0,1.0,0
2013-02-08,0,1775.0,-0.01398624197473984,0.10052917360018267,0.09599885104585403,2,6,4,0.0,0.0,1.0,0
2013-02-11,0,1522.5,-0.15344670232546412,0.10986037623183012,0.09599885104585403,2,7,0,1.0,1.0,3.0,0
2013-02-12,0,1355.0,-0.11655226627025078,0.1053398324998557,0.09599885104585403,2,7,1,0.2,1.2,1.0,0
2013-02-13,0,1375.0,0.014652276786870415,0.08877894594157526,0.09599885104585403,2,7,2,0.2,1.4,1.0,0
2013-02-14,0,1100.0,-0.2231435513142097,0.10289887037713583,0.09599885104585403,2,7,3,0.0,1.4,1.0,1
2013-02-15,0,1132.5,0.02911739857072717,0.10636203370858224,0.095999165187321,2,7,4,0.0,1.4,1.0,0
2013-02-18,0,1430.0,0.23324686589676388,0.15001170737392477,0.10497930659943165,2,8,0,0.0,1.4,3.0,1
2013-02-21,0,1355.0,-0.05387298994015163,0.14993224646584227,0.10515329330426086,2,8,3,0.0,1.4,3.0,0
2013-02-22,0,1200.0,-0.1214798975377096,0.1462928370855371,0.1059061108597162,2,8,4,0.0,0.4,1.0,0
2013-02-25,0,1267.5,0.054724899689246466,0.14449771163525876,0.10632763602159435,2,9,0,0.0,0.2,3.0,0
2013-02-26,0,1145.0,-0.10164181947699825,0.14789849919487102,0.10787518427489366,2,9,1,0.0,0.0,1.0,0
2013-02-27,0,1137.5,-0.006571765163234502,0.11980547526000043,0.10787741409305406,2,9,2,0.0,0.0,1.0,0
2013-02-28,0,1015.0,-0.11394425934921772,0.12695275321987867,0.10977088257128624,2,9,3,0.0,0.0,1.0,0
2013-03-01,0,1035.0,0.01951281422358172,0.07007546145982342,0.10986707328268194,3,9,4,0.0,0.0,1.0,0
2013-03-04,0,912.5,-0.12596862024282285,0.076406430233919,0.1118192913126461,3,10,0,0.0,0.0,3.0,0
2013-03-05,0,950.0,0.0402738991379399,0.07791729552233917,0.11036391664006856,3,10,1,0.0,0.0,1.0,0
2013-03-06,0,1007.5,0.0587653092262516,0.07868982363520068,0.10992583042486948,3,10,2,0.0,0.0,1.0,0
2013-03-07,0,997.5,-0.009975145056819509,0.07272464225039167,0.10529292308075751,3,10,3,0.0,0.0,1.0,0
2013-03-08,0,950.0,-0.048790164169432056,0.07320337805354701,0.10460694426450487,3,10,4,0.0,0.0,1.0,0
2013-03-12,0,1035.0,0.08569472110488298,0.07198769309553574,0.10552615877140264,3,11,1,0.0,0.0,4.0,0
2013-03-13,0,1025.5,-0.009221128187034144,0.07169366876473922,0.10405451412948821,3,11,2,0.0,0.0,1.0,0
2013-03-14,0,1025.5,0.0,0.04661331539336711,0.10374071244755566,3,11,3,0.0,0.0,1.0,0
2013-03-15,0,955.0,-0.07122423703170505,0.05542399456942076,0.1014548344952326,3,11,4,0.0,0.0,1.0,0
2013-03-18,0,1015.5,0.061425040539709125,0.055895124083312465,0.09713324032793609,3,12,0,0.0,0.0,3.0,0
2013-03-19,0,987.5,-0.02795988424516241,0.05689504158623064,0.0970191352702749,3,12,1,0.0,0.0,1.0,0
